player_id,position,league,tier,games,winrate,操作,运营,心态,指挥,体质,适应力,总评,逆风局数,翻盘率,英雄池,_boxz,_impz,_resid,teams,年龄
Doinb,mid,LPL,1,106,0.774,66.4,65.9,63.1,76.0,51.4,70.9,76.3,9,0.222,32,0.508,3.152,2.034,FunPlus Phoenix,23
Tian,jng,LPL,1,106,0.774,74.7,53.8,57.7,60.9,53.5,51.3,76.3,9,0.222,14,0.553,3.152,2.077,FunPlus Phoenix,19
Lwx,bot,LPL,1,106,0.774,67.9,50.5,54.1,63.8,71.2,51.2,75.9,9,0.222,12,0.292,3.152,1.993,FunPlus Phoenix,21
Crisp,sup,LPL,1,106,0.774,62.8,52.6,60.7,64.5,51.0,54.9,75.6,9,0.222,14,0.171,3.152,2.438,FunPlus Phoenix,21
GimGoon,top,LPL,1,106,0.774,55.4,55.8,60.6,78.2,59.8,65.8,75.5,9,0.222,25,0.109,3.152,2.576,FunPlus Phoenix,24
Ming,sup,LPL,1,107,0.645,65.0,64.9,68.0,57.2,55.1,57.6,74.0,10,0.4,18,0.516,2.328,1.418,Royal Never Give Up,21
LokeN,bot,LPL,1,108,0.639,50.6,53.9,61.6,63.7,48.0,62.4,73.9,23,0.217,17,-0.07,2.763,1.973,JD Gaming|Top Esports,21
Xiaohu,mid,LPL,1,107,0.645,59.9,55.9,69.3,63.2,65.3,62.9,73.3,10,0.4,24,0.274,2.328,1.535,Royal Never Give Up,21
Uzi,bot,LPL,1,88,0.636,72.5,65.7,68.0,78.5,63.4,49.4,73.0,7,0.286,12,0.773,1.852,0.666,Royal Never Give Up,28
TheShy,top,LPL,1,112,0.634,76.7,46.2,58.5,48.7,66.8,65.3,72.2,19,0.211,25,0.609,1.796,0.851,Invictus Gaming,20
Knight,mid,LPL,1,103,0.621,73.2,59.7,55.2,49.8,46.4,67.9,72.0,22,0.227,29,0.585,1.763,0.794,Top Esports,19
Ning,jng,LPL,1,105,0.629,69.3,47.0,55.6,61.6,40.3,60.1,71.7,18,0.167,20,0.172,2.046,1.445,Invictus Gaming,21
Rookie,mid,LPL,1,113,0.628,65.0,55.4,65.7,52.6,49.5,54.7,71.6,19,0.211,21,0.304,1.927,1.17,Invictus Gaming,19
JackeyLove,bot,LPL,1,122,0.631,61.6,47.6,57.1,54.8,43.8,56.1,71.6,20,0.2,15,-0.001,2.161,1.472,Invictus Gaming,19
Baolan,sup,LPL,1,116,0.638,53.0,53.4,53.7,53.9,52.0,61.7,71.2,18,0.222,17,-0.086,2.163,1.799,Invictus Gaming,20
Karsa,jng,LPL,1,102,0.618,63.9,60.1,58.7,63.8,51.2,48.1,70.8,8,0.25,13,0.331,1.743,1.042,Royal Never Give Up|Top Esports,22
369,top,LPL,1,91,0.637,65.9,52.2,60.4,50.0,50.0,51.0,70.4,17,0.235,18,0.312,1.681,1.02,Top Esports,18
Xx,jng,LPL,1,92,0.62,53.1,54.1,60.2,65.6,57.3,60.7,69.3,21,0.238,19,0.012,1.735,1.313,LNG Esports|Top Esports,22
Scout,mid,LPL,1,101,0.564,67.2,63.5,49.3,55.8,56.6,63.5,68.5,24,0.042,26,0.416,1.282,0.531,EDward Gaming,21
Ben,sup,LPL,1,79,0.633,63.0,48.5,50.2,70.2,47.7,61.8,67.2,18,0.167,15,0.064,1.373,0.978,DN SOOPers|Top Esports,24
Langx,top,LPL,1,96,0.604,53.2,53.4,69.8,62.4,64.0,56.3,66.5,10,0.4,20,0.117,1.234,0.786,Royal Never Give Up|Suning,22
Meiko,sup,LPL,1,101,0.564,56.9,55.0,48.5,53.8,50.6,59.9,66.0,24,0.042,16,-0.018,1.282,0.971,EDward Gaming,21
Mystic,bot,LPL,1,81,0.568,68.0,57.2,49.1,66.5,58.6,61.4,65.3,15,0.133,15,0.335,0.891,0.276,DN SOOPers|Team WE,24
iBoy,bot,LPL,1,91,0.571,63.8,59.2,47.4,46.2,71.6,48.9,64.7,19,0.053,14,0.279,0.863,0.297,EDward Gaming|Vici Gaming,19
Jiejie,jng,LPL,1,56,0.589,57.1,54.8,51.4,49.9,40.5,50.2,63.6,13,0.077,12,0.026,0.939,0.606,EDward Gaming,18
Meteor,jng,LPL,1,92,0.543,68.5,57.2,45.2,46.8,48.1,72.7,63.1,13,0.0,24,0.267,0.671,0.161,Bilibili Gaming,20
ADD,top,LPL,1,85,0.553,57.4,64.1,46.3,52.2,41.3,60.3,63.1,11,0.0,21,0.127,0.796,0.369,Bilibili Gaming,21
Kuro,mid,LPL,1,89,0.562,54.4,63.8,47.7,46.9,43.6,67.9,63.0,12,0.083,25,0.103,0.802,0.389,Bilibili Gaming|KT Rolster,16
beishang,jng,LPL,1,76,0.566,62.8,54.9,54.3,46.8,66.4,56.5,62.3,15,0.2,14,0.219,0.624,0.163,Team WE,19
Jinjiao,bot,LPL,1,91,0.549,55.5,57.7,41.3,53.1,43.0,60.8,61.8,13,0.0,17,-0.09,0.816,0.537,Bilibili Gaming,21
xiye,mid,LPL,1,78,0.538,66.9,57.0,51.6,58.5,54.9,49.1,61.1,15,0.133,21,0.352,0.375,-0.182,Dominus Esports|Team WE,22
Flawless,jng,LPL,1,74,0.554,46.3,56.9,50.1,56.0,60.2,53.0,61.0,16,0.062,16,-0.195,0.815,0.69,JD Gaming,21
LvMao,sup,LPL,1,108,0.537,54.3,50.6,50.9,62.5,74.5,61.5,60.9,23,0.043,19,-0.08,0.708,0.523,JD Gaming,23
AmazingJ,top,LPL,1,26,0.692,50.0,54.9,54.3,61.4,33.7,45.0,60.8,1,0.0,8,-0.186,0.783,0.648,Royal Never Give Up,22
MISSING,sup,LPL,1,85,0.529,74.3,56.8,52.4,38.7,59.8,45.2,60.5,17,0.176,11,0.57,0.123,-0.554,Team WE,18
Clearlove,jng,LPL,1,24,0.667,45.3,53.2,49.3,76.4,44.4,49.3,60.1,4,0.0,8,-0.33,0.815,0.809,EDward Gaming,26
Yagao,mid,LPL,1,111,0.523,54.8,61.5,49.4,52.4,76.8,51.0,59.8,25,0.04,23,0.104,0.436,0.08,JD Gaming,21
Duan,sup,LPL,1,42,0.571,44.9,57.5,46.2,64.3,41.4,56.6,59.8,7,0.0,10,-0.31,0.774,0.781,LNG Esports,23
Kanavi,jng,LPL,1,29,0.517,69.9,54.4,48.8,42.9,81.5,51.9,59.7,7,0.0,10,0.433,0.156,-0.432,JD Gaming,19
Zoom,top,LPL,1,108,0.519,60.7,57.2,55.5,56.1,62.8,56.9,59.6,25,0.04,21,0.159,0.36,-0.066,JD Gaming,22
