player_id,position,league,tier,games,winrate,操作,运营,心态,指挥,体质,适应力,总评,逆风局数,翻盘率,英雄池,_boxz,_impz,_resid,teams,年龄
Morgan,top,LDL,2,59,0.78,64.3,58.1,74.6,68.3,62.5,62.4,74.9,7,0.714,19,0.48,2.632,2.835,JD Gaming|Joy Dream,18
Snow,bot,LDL,2,53,0.755,68.9,59.0,40.7,69.4,62.6,55.4,74.5,2,0.0,10,0.305,2.65,2.966,Vici Gaming Potential,20
xiaohan,jng,LDL,2,77,0.688,69.6,63.4,62.9,61.3,50.9,58.6,73.7,10,0.3,17,0.564,2.193,2.102,JD Gaming|Joy Dream|Victory Five,20
huanfeng,bot,LDL,2,110,0.682,67.1,60.8,59.5,65.0,54.7,52.8,73.1,14,0.214,16,0.409,2.159,2.226,Invictus Gaming Young,18
705,top,LDL,2,97,0.691,53.9,50.5,57.8,69.0,57.2,46.7,71.5,11,0.182,16,-0.061,2.186,2.952,Invictus Gaming Young,17
Hope,bot,LDL,2,68,0.618,67.4,62.7,50.7,61.8,50.4,53.8,71.2,18,0.056,12,0.387,1.765,1.763,EDG Youth Team|EDward Gaming,19
XLB,jng,LDL,2,120,0.667,61.1,57.5,63.0,61.3,44.7,54.4,71.0,19,0.316,16,0.234,1.865,2.105,Royal Never Give Up|Young Miracles,20
Leyan,jng,LDL,2,94,0.649,74.5,59.0,63.1,51.7,46.5,65.6,69.7,15,0.267,19,0.668,1.275,0.826,Invictus Gaming|Invictus Gaming Young,17
Noble,jng,LDL,2,73,0.644,59.1,52.7,57.2,67.3,50.5,45.9,69.5,11,0.273,10,0.096,1.699,2.069,Vici Gaming Potential,
CJJ,top,LDL,2,111,0.64,74.2,52.0,62.2,56.2,64.6,51.0,69.4,18,0.222,16,0.566,1.299,1.073,Young Miracles,20
fate,sup,LDL,2,102,0.676,60.1,55.9,53.4,58.7,44.3,49.4,69.3,12,0.167,12,0.106,1.659,1.887,Invictus Gaming Young,19
Wuming,mid,LDL,2,106,0.632,60.6,55.5,57.1,56.3,77.5,58.0,69.2,13,0.231,25,0.257,1.524,1.568,Rogue Warriors|Unlimited Potential|Vici Gaming Potential,19
Able,bot,LDL,2,91,0.571,70.1,56.0,65.8,57.2,51.9,44.6,69.1,18,0.333,9,0.459,1.337,1.142,Royal Club,19
Hang,sup,LDL,2,108,0.62,68.1,57.0,58.6,52.6,59.4,49.7,68.5,13,0.231,13,0.42,1.28,1.081,Unlimited Potential|Vici Gaming|Vici Gaming Potential,16
pqy,bot,LDL,2,112,0.634,59.7,61.5,58.6,58.1,53.5,60.5,67.2,19,0.211,16,0.249,1.226,1.264,Young Miracles,
1220,mid,LDL,2,98,0.571,69.7,59.1,49.5,57.7,48.3,47.6,66.9,18,0.056,16,0.437,1.027,0.744,LinGan e-Sports,
ON,sup,LDL,2,70,0.586,57.5,56.3,63.0,54.4,64.7,55.6,66.7,18,0.222,11,0.165,1.225,1.314,Suning-S,16
bans,jng,LDL,2,54,0.648,61.0,62.0,49.0,61.6,44.7,49.6,66.5,7,0.143,8,0.232,1.141,1.204,Shu Dai Xiong Gaming,
Forge,mid,LDL,2,118,0.627,62.1,48.0,55.3,54.9,51.9,55.7,66.2,20,0.15,22,0.098,1.209,1.377,Invictus Gaming|Invictus Gaming Young|Vici Gaming,19
TC,jng,LDL,2,59,0.593,57.7,61.3,62.9,61.3,66.1,57.9,66.1,16,0.312,12,0.223,1.095,1.157,Royal Club,21
clx,mid,LDL,2,105,0.59,60.3,59.0,58.0,52.6,50.4,53.9,66.0,22,0.273,19,0.217,1.081,1.078,Joy Dream|Victory Five,19
Avenger0,bot,LDL,2,97,0.588,65.5,58.2,49.9,56.0,51.1,49.4,65.8,14,0.143,11,0.268,1.014,0.977,Shu Dai Xiong Gaming,
catjug,jng,LDL,2,97,0.598,72.2,47.1,57.1,59.1,44.1,52.5,65.8,18,0.056,15,0.333,0.968,0.862,Legend Esport Gaming,
