player_id,position,league,tier,games,winrate,操作,运营,心态,指挥,体质,适应力,总评,逆风局数,翻盘率,英雄池,_boxz,_impz,_resid,teams,年龄
Chovy,mid,LCK,1,163,0.718,75.3,69.4,70.6,71.4,55.4,64.2,77.5,10,0.4,27,1.005,3.566,1.978,Gen.G,24
Ruler,bot,LCK,1,163,0.718,68.0,64.7,70.1,78.1,49.4,55.7,77.1,10,0.4,20,0.624,3.566,2.361,Gen.G,27
Kiin,top,LCK,1,167,0.701,68.2,62.1,63.6,74.9,42.2,61.1,76.3,12,0.333,26,0.504,3.201,2.001,Gen.G,26
Canyon,jng,LCK,1,165,0.709,60.3,53.4,67.2,73.6,51.4,49.0,76.2,11,0.364,20,0.218,3.352,2.674,Gen.G,24
Zeus,top,LCK,1,169,0.645,73.3,52.3,56.5,64.2,45.8,66.1,75.4,13,0.154,28,0.433,2.84,1.771,Hanwha Life Esports,23
Duro,sup,LCK,1,167,0.701,45.1,54.4,68.6,68.6,46.6,57.9,75.2,12,0.333,21,-0.117,3.201,2.503,Gen.G,23
Keria,sup,LCK,1,187,0.631,69.8,58.7,64.6,62.5,59.0,67.7,75.1,21,0.238,26,0.539,2.655,1.534,T1,23
Delight,sup,LCK,1,169,0.645,64.2,60.0,57.9,64.8,45.2,64.5,75.1,13,0.154,24,0.312,2.84,1.866,Hanwha Life Esports,23
Oner,jng,LCK,1,187,0.631,69.0,56.8,62.0,65.4,55.3,53.7,74.9,21,0.238,23,0.446,2.655,1.848,T1,23
Zeka,mid,LCK,1,169,0.645,59.5,56.6,55.3,68.8,48.6,55.1,74.7,13,0.154,24,0.14,2.84,2.088,Hanwha Life Esports,23
Doran,top,LCK,1,187,0.631,63.1,54.3,62.9,68.2,64.2,61.9,74.4,21,0.238,25,0.247,2.655,1.772,T1,24
Tarzan,jng,LPL,1,183,0.639,72.1,59.9,51.9,75.0,45.7,55.8,74.0,4,0.0,20,0.501,2.319,1.499,Anyone's Legend,26
